Gender,Age,Occupation,Vintage,Avg_Account_Balance,Is_Lead
Male,52,Entrepreneur,92,1699650,1
Female,26,Other,26,892554,0
Female,27,Self_Employed,21,788700,0
Female,32,Salaried,31,433394,0
Female,49,Other,19,1102959,0
Male,50,Self_Employed,128,3466363,1
Female,46,Self_Employed,32,516538,1
Female,32,Salaried,26,429505,0
Female,30,Salaried,20,1650149,0
Female,58,Self_Employed,67,5539235,1
Female,27,Salaried,13,420480,0
Male,25,Salaried,15,1008307,0
Male,27,Other,21,1357525,0
Female,30,Self_Employed,31,462088,0
Male,68,Other,79,1550210,0
Female,47,Self_Employed,43,656294,0
Female,27,Salaried,27,1141540,0
Male,55,Self_Employed,81,1832323,0
Male,31,Salaried,33,1059803,0
Female,56,Self_Employed,98,1559929,0
Male,25,Other,15,993685,0
Male,74,Other,31,3461058,0
Male,51,Self_Employed,73,291955,0
Male,41,Self_Employed,87,1369487,0
Female,36,Self_Employed,74,1143418,0
Male,50,Self_Employed,67,560450,1
Male,39,Self_Employed,91,961342,1
Male,44,Salaried,50,1200494,1
Female,52,Self_Employed,19,789990,0
Female,43,Self_Employed,20,923846,0
Male,47,Other,103,568870,0
Male,41,Other,33,784205,1
Male,50,Self_Employed,50,791690,0
Male,44,Self_Employed,43,1888544,0
Male,47,Self_Employed,69,479024,0
Male,43,Self_Employed,55,1731441,0
Male,50,Self_Employed,50,752815,0
Male,27,Salaried,27,1557055,0
Female,27,Other,19,438209,0
Female,28,Salaried,26,2035447,0
Male,48,Self_Employed,80,2330883,0
Male,46,Self_Employed,68,1090214,0
Male,46,Self_Employed,68,788718,1
Male,28,Salaried,14,702601,0
Male,44,Entrepreneur,56,3046318,0
Female,47,Self_Employed,80,491760,0
Male,25,Salaried,21,372643,0
Male,64,Salaried,85,1374400,1
Female,58,Self_Employed,49,735148,0
Female,30,Salaried,25,990258,0
Female,31,Salaried,31,497403,0
Male,49,Self_Employed,57,570062,0
Male,52,Self_Employed,50,394866,0
Female,26,Salaried,14,1578726,0
Male,55,Self_Employed,26,876445,0
Female,59,Self_Employed,56,869975,0
Male,24,Salaried,14,1078955,0
Female,42,Self_Employed,55,1050760,1
Male,53,Self_Employed,56,413529,0
Male,25,Salaried,19,781473,0
Female,30,Other,19,613058,0
Male,48,Self_Employed,50,1112767,0
Male,28,Salaried,14,812632,0
Female,29,Salaried,27,535913,0
Female,25,Other,13,471913,0
Male,27,Salaried,15,969165,0
Male,61,Self_Employed,26,621513,1
Male,54,Self_Employed,39,947075,1
Male,46,Self_Employed,55,1625015,0
Male,52,Self_Employed,79,1225681,1
Female,45,Self_Employed,56,611056,0
Female,43,Self_Employed,39,1666720,0
Male,57,Self_Employed,63,1857260,0
Female,39,Self_Employed,31,355207,1
Female,28,Salaried,21,504603,0
Female,28,Salaried,32,607291,1
Female,28,Salaried,31,481151,0
Male,40,Self_Employed,61,3827097,1
Male,57,Self_Employed,25,1146204,0
Male,49,Other,26,742829,0
Female,33,Other,33,2919182,0
Female,51,Self_Employed,69,2091740,0
Female,43,Self_Employed,75,936814,1
Male,42,Other,81,1336094,1
Female,27,Self_Employed,21,1596588,0
Male,60,Salaried,117,1248171,1
Male,83,Other,116,574512,0
Female,49,Self_Employed,92,938478,0
Female,44,Self_Employed,39,1342654,1
Female,43,Self_Employed,56,571344,1
Male,28,Salaried,14,1666373,1
Female,47,Self_Employed,21,329531,0
Female,27,Salaried,27,552423,1
Male,28,Salaried,14,665720,0
Female,61,Self_Employed,33,694386,0
Female,48,Self_Employed,20,752824,0
Male,48,Self_Employed,73,587035,0
Male,56,Self_Employed,31,970847,1
Female,41,Self_Employed,19,386705,0
Male,39,Self_Employed,31,512470,1
Female,52,Self_Employed,121,609845,0
Male,58,Self_Employed,51,1375379,0
Male,69,Other,111,706028,0
Male,72,Other,61,972040,0
Female,31,Self_Employed,20,981892,0
Male,63,Salaried,98,636545,1
Male,37,Self_Employed,20,659463,0
Male,31,Other,20,599735,0
Male,46,Self_Employed,98,640025,0
Male,27,Salaried,13,380252,0
Male,30,Self_Employed,33,2269998,0
Male,46,Self_Employed,49,682060,0
Female,30,Salaried,31,871986,0
Female,49,Self_Employed,20,1059189,0
Female,45,Self_Employed,109,583457,0
Male,47,Other,25,681010,1
Male,26,Salaried,26,1035506,0
Female,27,Salaried,14,589260,0
Male,28,Other,13,2135154,0
Male,56,Self_Employed,14,1152024,1
Male,80,Other,75,515968,1
Female,28,Salaried,25,512426,0
Male,55,Self_Employed,74,660460,0
Female,37,Other,31,805539,0
Female,77,Other,62,1513240,0
Male,55,Other,91,951436,1
Male,29,Salaried,15,935541,0
Female,26,Other,14,1034010,0
Female,65,Other,91,860727,1
Female,30,Other,33,1522870,0
Female,27,Other,19,556695,0
Male,38,Self_Employed,13,454184,0
Male,41,Self_Employed,73,1023419,0
Female,30,Self_Employed,25,357797,0
Male,44,Self_Employed,63,955744,0
Male,31,Other,33,522163,0
Female,30,Other,25,855824,0
Female,55,Other,105,841673,0
Female,29,Salaried,26,1274248,0
Female,42,Self_Employed,21,445382,0
Female,33,Salaried,27,3182355,0
Male,27,Salaried,26,958690,0
Female,25,Salaried,21,1527302,0
Male,62,Other,61,1541711,0
Male,62,Other,57,737365,1
Male,29,Salaried,31,291501,0
Male,38,Self_Employed,80,1409679,0
Female,52,Self_Employed,128,837863,0
Female,44,Self_Employed,32,370070,1
Female,35,Other,32,592944,0
Male,60,Other,87,717482,1
Male,78,Other,121,670196,0
Female,66,Other,99,973571,0
Male,27,Other,19,1237723,0
Male,29,Other,26,1037651,0
Female,25,Salaried,15,558982,0
Male,27,Salaried,19,420507,0
Female,44,Self_Employed,62,1056830,0
Male,39,Self_Employed,15,1653477,0
Male,64,Other,61,876899,0
Male,34,Salaried,33,1737208,1
Female,44,Other,63,1569595,0
Female,57,Self_Employed,31,533911,0
Female,39,Self_Employed,91,652948,1
Male,50,Self_Employed,55,629915,0
Male,41,Self_Employed,68,1467147,1
Male,47,Self_Employed,74,2192248,0
Male,26,Salaried,19,1339120,0
Male,31,Salaried,33,1374863,0
Female,25,Salaried,21,1590679,0
Male,47,Self_Employed,79,772155,1
Male,35,Other,27,475277,1
Male,29,Other,13,617909,0
Female,25,Salaried,19,872128,0
Female,25,Salaried,19,819013,0
Male,36,Other,25,1168917,0
Male,49,Self_Employed,75,387301,1
Male,40,Self_Employed,14,1220964,0
Male,26,Salaried,20,1026882,0
Male,50,Self_Employed,92,2404655,0
Male,50,Self_Employed,105,505787,0
Male,34,Salaried,14,1610811,0
Female,31,Salaried,13,544715,0
Male,62,Other,103,1245065,0
Male,51,Self_Employed,87,721460,0
Female,29,Self_Employed,15,298408,0
Female,27,Salaried,20,548969,0
Male,76,Other,69,835754,0
Male,29,Salaried,25,311428,0
Female,48,Self_Employed,97,450633,0
Male,28,Salaried,27,711724,0
Female,36,Self_Employed,32,456196,0
Male,73,Other,116,941504,1
Male,61,Self_Employed,87,1993778,0
Male,29,Other,33,563209,0
Male,49,Entrepreneur,75,1562056,1
Male,46,Self_Employed,105,1034455,1
Male,50,Self_Employed,19,1095509,0
Female,62,Other,81,1588000,0
Male,39,Self_Employed,51,873161,0
Male,66,Other,63,1287767,0
Female,28,Salaried,27,393771,0
Female,30,Self_Employed,19,505564,0
Female,43,Self_Employed,50,1042163,0
Male,36,Self_Employed,15,881251,0
Male,75,Other,8,641547,0
Male,43,Self_Employed,39,873081,0
Male,30,Other,27,1146845,0
Female,25,Self_Employed,19,244313,1
Female,33,Self_Employed,26,983316,0
Male,53,Self_Employed,57,750563,0
Male,32,Other,26,756295,0
Male,45,Self_Employed,56,1247041,1
Female,53,Self_Employed,26,577770,0
Female,56,Other,44,563209,1
Male,26,Salaried,21,1469443,0
Male,38,Self_Employed,50,1341203,0
Female,28,Salaried,25,696709,0
Male,26,Self_Employed,20,660976,0
Female,34,Other,14,265584,0
Male,54,Other,26,1085604,0
Male,75,Other,92,446219,1
Female,30,Other,21,1055985,0
Male,27,Salaried,26,5442367,1
Male,34,Salaried,33,425010,0
Male,40,Other,31,521148,1
Male,50,Salaried,109,1080798,1
Female,51,Salaried,110,1882252,1
Male,53,Self_Employed,116,722964,1
Male,53,Self_Employed,61,1029774,0
Male,59,Self_Employed,21,1775176,0
Female,27,Salaried,19,541760,0
Male,59,Self_Employed,43,2457868,0
Male,45,Self_Employed,50,1618055,0
Female,47,Self_Employed,49,1136067,1
Female,54,Self_Employed,128,501515,0
Female,45,Other,26,1742833,0
Female,57,Other,32,1146943,0
Male,52,Self_Employed,103,1529687,0
Male,51,Self_Employed,55,1205060,0
Female,28,Salaried,25,704755,0
Male,45,Self_Employed,13,639696,0
Female,27,Salaried,25,306613,0
Female,25,Other,15,262754,0
Female,45,Self_Employed,61,1547727,0
Male,32,Salaried,14,882488,0
Male,32,Salaried,27,783671,0
Male,39,Other,62,687631,1
Female,32,Salaried,20,833040,0
Female,45,Other,14,1092350,0
Male,40,Other,19,436019,0
Male,49,Self_Employed,39,919423,1
Male,26,Salaried,14,370435,0
Female,41,Self_Employed,61,822146,1
Female,43,Other,15,834793,1
Male,27,Other,15,139667,0
Male,46,Other,26,740675,0
Female,76,Other,50,1667539,0
Male,43,Self_Employed,25,1126953,0
Male,28,Salaried,27,1617931,0
Male,49,Self_Employed,123,1742922,0
Male,31,Other,13,374325,0
Male,35,Salaried,20,969859,0
Female,51,Self_Employed,25,642348,1
Male,50,Entrepreneur,27,1085995,1
Female,59,Salaried,75,694582,1
Female,27,Salaried,19,940427,0
Male,30,Other,21,861270,0
Male,64,Other,92,993729,0
Male,29,Salaried,15,669226,0
Male,47,Self_Employed,9,698498,0
Male,60,Salaried,99,757301,1
Male,59,Other,115,576746,1
Male,53,Self_Employed,74,368326,1
Male,58,Self_Employed,61,1064626,0
Male,44,Self_Employed,26,607282,0
Female,59,Self_Employed,115,576542,0
Female,36,Salaried,26,584471,0
Female,28,Self_Employed,25,814038,0
Male,26,Salaried,21,740275,0
Female,29,Salaried,25,174938,0
Female,49,Self_Employed,75,1170608,1
Male,63,Other,85,713619,1
Male,40,Self_Employed,93,465870,0
Female,69,Other,122,705467,1
Male,32,Salaried,20,1152639,0
Male,44,Self_Employed,50,649219,0
Male,56,Self_Employed,105,1280718,1
Male,66,Other,91,1338782,0
Female,25,Salaried,13,878750,0
Female,35,Self_Employed,14,980610,0
Male,28,Other,21,639732,0
Male,45,Self_Employed,19,1789229,1
Female,48,Self_Employed,19,591805,0
Female,29,Salaried,27,808867,0
Male,49,Self_Employed,61,292694,0
Female,76,Other,63,556330,0
Male,30,Salaried,27,414900,0
Male,73,Other,97,705939,1
Male,52,Self_Employed,85,464304,0
Female,30,Other,32,610014,0
Female,46,Self_Employed,56,550829,0
Male,57,Self_Employed,86,593852,0
Male,24,Salaried,15,606802,0
Male,51,Self_Employed,20,451861,0
Female,54,Self_Employed,91,832345,1
Female,33,Salaried,32,360165,0
Female,36,Salaried,26,745446,1
Male,29,Self_Employed,13,535094,0
Male,29,Salaried,32,596148,0
Female,26,Salaried,14,1089360,0
Male,36,Self_Employed,13,4020023,0
Female,37,Other,27,612053,0
Male,36,Salaried,19,1649926,1
Female,28,Salaried,26,925199,0
Male,38,Self_Employed,21,659356,1
Male,44,Self_Employed,13,533092,0
Male,47,Self_Employed,43,689661,1
Female,28,Other,31,1213577,0
Male,30,Other,25,908992,0
Female,25,Salaried,13,749104,0
Male,35,Other,14,622323,0
Male,24,Salaried,13,560682,0
Male,27,Salaried,13,1153413,0
Male,57,Other,99,962179,0
Female,27,Salaried,27,424343,0
Female,29,Salaried,21,546949,0
Male,81,Other,67,1091398,0
Female,62,Other,129,1721696,0
Female,40,Self_Employed,39,2195523,0
Female,39,Self_Employed,25,550358,0
Female,28,Salaried,20,1076241,0
Male,81,Other,68,2069855,0
Female,33,Self_Employed,33,414713,0
Female,58,Self_Employed,99,1855952,1
Male,53,Self_Employed,79,1103244,0
Male,37,Salaried,15,977202,1
Male,37,Salaried,21,974122,0
Male,27,Self_Employed,32,543327,0
Male,51,Self_Employed,93,1186743,0
Female,49,Self_Employed,15,1437100,0
Female,27,Other,13,749415,0
Male,30,Salaried,31,1258023,0
Female,31,Salaried,26,1385774,0
Female,39,Self_Employed,92,858618,0
Male,32,Salaried,33,494350,0
Male,29,Other,26,399120,0
Male,53,Self_Employed,92,1094103,0
Female,39,Other,21,363760,0
Female,50,Self_Employed,79,1483229,1
Male,30,Salaried,20,1525771,0
Male,28,Salaried,26,595312,0
Female,32,Other,25,1329900,0
Female,63,Other,57,924736,0
Female,30,Other,31,1861390,0
Female,31,Salaried,21,730342,0
Female,55,Self_Employed,87,1510855,1
Male,72,Other,123,1511362,0
Female,28,Salaried,21,466698,0
Male,38,Salaried,31,812133,0
Male,60,Self_Employed,80,992714,1
Female,27,Salaried,20,614616,0
Female,47,Salaried,69,872066,1
Male,33,Self_Employed,25,281115,0
Female,29,Salaried,20,585459,0
Female,57,Self_Employed,39,1481333,0
Male,58,Self_Employed,68,1545832,0
Male,50,Self_Employed,97,585762,1
Male,51,Self_Employed,91,1145225,0
Male,51,Self_Employed,73,1063772,0
Female,80,Other,86,451701,0
Male,51,Self_Employed,93,841584,0
Male,57,Self_Employed,91,822974,0
Male,28,Salaried,14,302635,1
Male,38,Self_Employed,15,884393,0
Female,45,Self_Employed,103,671131,0
Male,62,Other,33,1615439,0
Female,40,Self_Employed,26,521139,0
Male,51,Other,80,879115,0
Female,32,Salaried,25,1387358,0
Female,29,Self_Employed,15,1112517,0
Female,29,Salaried,33,1458487,0
Male,73,Other,43,2680715,0
Female,54,Self_Employed,91,607362,0
Female,64,Other,13,1222210,1
Male,29,Salaried,19,1085239,0
Male,50,Self_Employed,37,3642200,0
Male,29,Salaried,32,644965,0
Female,31,Salaried,31,909135,0
Male,46,Self_Employed,32,608991,0
Female,34,Salaried,33,668763,0
Female,57,Self_Employed,67,1415411,0
Female,54,Other,91,915712,0
Male,29,Other,15,415460,0
Female,31,Salaried,33,745490,0
Male,50,Self_Employed,104,1201553,0
Female,29,Salaried,26,984162,0
Male,30,Salaried,14,523880,0
Male,53,Salaried,85,287256,1
Male,46,Self_Employed,69,621068,0
Female,36,Salaried,21,857879,0
Female,48,Salaried,93,3881432,1
Male,46,Self_Employed,81,828020,1
Female,41,Self_Employed,13,569537,1
Female,26,Salaried,25,1243935,0
Female,27,Salaried,27,471593,0
Male,26,Salaried,13,922458,0
Female,29,Other,32,895704,0
Male,29,Self_Employed,33,619787,0
Female,45,Self_Employed,51,1144815,0
Male,30,Self_Employed,33,1215900,0
Female,60,Self_Employed,75,1490981,1
Male,46,Self_Employed,93,498738,0
Male,38,Self_Employed,26,456036,0
Male,26,Other,19,523115,0
Male,48,Self_Employed,51,959571,0
Female,57,Self_Employed,69,1690190,0
Female,38,Self_Employed,25,637062,1
Female,27,Self_Employed,20,854809,0
Male,50,Self_Employed,86,1744497,0
Female,29,Self_Employed,19,575660,0
Male,41,Self_Employed,85,1110444,1
Male,28,Salaried,27,1342022,0
Male,26,Salaried,13,861066,0
Male,40,Self_Employed,73,1598573,0
Female,29,Salaried,20,740898,0
Female,46,Self_Employed,51,1982501,0
Female,28,Salaried,19,560441,0
Female,35,Self_Employed,14,479603,1
Female,61,Other,39,639233,0
Male,44,Self_Employed,56,1037909,0
Male,27,Salaried,26,400357,0
Female,30,Salaried,20,949087,0
Female,73,Other,98,1895130,0
Male,29,Other,31,1639104,0
Male,57,Self_Employed,57,943471,0
Male,30,Self_Employed,31,1064974,0
Female,32,Salaried,32,6907334,0
Male,38,Self_Employed,27,486518,0
Male,75,Other,38,1663027,0
Male,28,Other,32,482130,0
Female,28,Salaried,20,1955890,0
Male,43,Self_Employed,80,595116,0
Male,51,Other,7,1381680,1
Male,44,Self_Employed,67,1419665,0
Male,41,Self_Employed,20,1075066,1
Male,37,Self_Employed,62,685914,1
Male,28,Salaried,19,1257151,0
Male,31,Salaried,33,652156,1
Male,47,Self_Employed,110,1237625,1
Female,37,Salaried,32,2358562,0
Female,30,Self_Employed,20,651542,0
Male,59,Other,57,551889,0
Male,36,Self_Employed,31,913994,0
Female,39,Self_Employed,68,871915,0
Male,26,Self_Employed,19,1102362,0
Female,42,Self_Employed,7,410841,0
Male,53,Entrepreneur,20,687596,0
Female,27,Self_Employed,32,375998,1
Male,40,Self_Employed,26,766138,0
Male,62,Other,103,1162793,1
Female,39,Other,33,1157516,0
Female,29,Self_Employed,25,436304,0
Male,29,Salaried,31,2494047,0
Female,49,Self_Employed,43,832541,1
Female,52,Self_Employed,117,4350302,0
Male,34,Self_Employed,14,177368,0
Male,59,Self_Employed,62,946844,0
Female,55,Self_Employed,91,1762547,0
Male,53,Other,56,1152211,0
Male,55,Self_Employed,111,819058,0
Female,29,Salaried,21,624708,0
Female,28,Salaried,31,992403,0
Female,58,Self_Employed,63,991184,0
Male,33,Salaried,26,807505,0
Male,31,Salaried,25,402484,0
Male,39,Self_Employed,26,996613,1
Male,55,Other,99,1558692,0
Female,31,Salaried,14,449556,0
Male,50,Self_Employed,32,1127692,1
Male,28,Salaried,19,317516,0
Female,31,Salaried,32,553580,0
Female,43,Self_Employed,13,764625,1
Male,64,Other,98,3713738,1
Male,27,Self_Employed,14,873196,0
Male,31,Salaried,21,374253,0
Male,44,Other,31,611483,0
Female,60,Other,37,1337002,0
Female,29,Salaried,19,567855,0
Female,43,Other,75,1379206,1
Male,53,Self_Employed,117,1071106,0
Female,27,Salaried,14,281106,0
Female,30,Salaried,31,1415634,0
Male,45,Self_Employed,93,633599,0
Male,54,Self_Employed,15,933351,0
Male,50,Self_Employed,32,816290,1
Male,30,Self_Employed,19,2830778,0
Female,28,Salaried,27,1028670,0
Male,50,Self_Employed,21,348399,0
Male,27,Self_Employed,19,632549,0
Male,47,Self_Employed,91,838362,1
Female,33,Salaried,25,386340,0
Male,61,Self_Employed,20,674023,1
Male,62,Other,51,1087304,0
Male,27,Salaried,13,6299713,0
Female,27,Salaried,25,1215090,0
Female,25,Salaried,13,1060417,0
Female,70,Other,109,2532948,0
Female,48,Self_Employed,92,1190535,0
Male,28,Salaried,31,608733,0
Male,32,Salaried,21,3585854,0
Male,28,Salaried,13,998286,0
Male,29,Salaried,13,1632153,0
Male,40,Self_Employed,38,977193,0
Female,31,Salaried,21,956580,0
Female,26,Salaried,13,828670,0
Male,74,Other,93,1164573,0
Male,28,Salaried,26,500945,0
Male,49,Self_Employed,104,1177897,0
Female,67,Other,67,1176437,0
Female,47,Other,31,939439,0
Male,55,Self_Employed,61,744556,1
Male,46,Self_Employed,92,1874340,0
Male,40,Entrepreneur,55,802343,1
Female,30,Salaried,20,592259,0
Male,63,Other,99,2482779,1
Male,30,Self_Employed,19,476016,0
Female,28,Other,31,546032,0
Male,63,Other,20,735042,1
Female,48,Self_Employed,99,1039911,1
Male,76,Other,121,2202305,0
Female,27,Self_Employed,13,445124,1
Male,26,Salaried,15,1042679,0
Female,29,Salaried,20,327831,0
Male,28,Salaried,13,984340,0
Female,32,Salaried,27,379567,0
Female,40,Self_Employed,20,1585312,1
Female,58,Self_Employed,116,1238230,0
Male,27,Salaried,19,471717,0
Female,47,Self_Employed,8,653794,0
Female,68,Other,67,722368,1
Male,58,Self_Employed,91,889706,1
Female,51,Other,104,1022805,1
Male,55,Other,92,433670,0
Female,47,Self_Employed,93,721968,0
Female,69,Other,93,748196,1
Male,29,Salaried,33,888469,0
Male,55,Self_Employed,93,1408852,0
Male,27,Other,21,760700,0
Male,53,Self_Employed,67,678633,0
Male,61,Other,15,391386,1
Male,45,Self_Employed,56,889715,0
Male,58,Self_Employed,79,2226379,1
Male,57,Other,14,682665,0
Female,29,Self_Employed,13,333331,0
Male,52,Self_Employed,117,2253853,1
Female,28,Salaried,21,1118623,0
Female,28,Self_Employed,20,526604,0
Male,28,Other,14,799762,0
Female,26,Salaried,33,730111,0
Female,65,Other,67,2909579,0
Female,41,Self_Employed,19,812890,0
Male,32,Salaried,19,629986,0
Male,31,Self_Employed,25,460664,0
Female,25,Salaried,13,1629278,0
Female,29,Self_Employed,19,554407,0
Female,42,Self_Employed,31,1268944,0
Male,44,Self_Employed,55,1083183,1
Male,58,Salaried,91,1792023,1
Female,50,Self_Employed,79,1468322,0
Male,54,Self_Employed,122,1760767,0
Female,52,Salaried,44,436660,1
Male,31,Salaried,20,645632,1
Male,65,Other,79,1681939,0
Male,65,Other,86,561687,0
Male,48,Self_Employed,109,972520,1
Male,59,Self_Employed,50,676248,1
Female,29,Salaried,33,464482,0
Female,49,Self_Employed,93,1490420,0
Male,61,Self_Employed,115,1205522,0
Male,36,Salaried,69,856678,1
Male,74,Other,32,489642,0
Male,43,Self_Employed,37,1062731,0
Male,49,Other,44,1586416,1
Male,50,Other,50,1321712,0
Male,31,Salaried,32,512506,0
Male,26,Salaried,13,249840,0
Female,30,Salaried,32,540372,0
Male,31,Other,32,782585,0
Male,33,Self_Employed,15,679185,0
Female,43,Self_Employed,62,679070,1
Male,29,Salaried,19,881197,0
Male,51,Other,86,1195901,1
Male,47,Other,67,1271471,0
Male,40,Self_Employed,49,660166,0
Male,33,Salaried,32,800305,0
Female,71,Other,15,1332338,0
Male,43,Self_Employed,109,4350302,0
Female,36,Self_Employed,26,770864,0
Female,29,Salaried,26,571958,0
Male,45,Salaried,86,522910,1
Female,27,Other,20,899683,0
Female,40,Other,14,327137,0
Male,29,Salaried,19,886769,0
Male,41,Salaried,86,849985,1
Female,29,Self_Employed,32,706473,0
Male,51,Self_Employed,111,1417859,1
Female,33,Salaried,25,1158121,0
Female,47,Self_Employed,105,812285,1
Male,38,Self_Employed,15,611163,0
Female,66,Other,37,2030882,0
Female,26,Salaried,20,370889,1
Male,29,Salaried,14,1228235,0
Male,28,Salaried,14,917661,0
Male,83,Other,25,315229,0
Male,66,Other,19,1537572,0
Male,49,Self_Employed,45,403775,0
Male,55,Self_Employed,93,655102,1
Male,64,Other,63,627476,0
Female,28,Other,33,1330745,0
Male,46,Self_Employed,74,1325761,0
Female,30,Salaried,14,867394,0
Female,50,Self_Employed,32,511687,0
Male,46,Self_Employed,45,843595,0
Female,27,Salaried,14,1725959,0
Female,61,Other,55,503357,0
Male,64,Other,32,1021043,0
Female,27,Other,31,929409,0
Female,79,Other,45,1218944,0
Female,32,Salaried,27,1030842,0
Male,29,Salaried,27,1521090,0
Female,48,Self_Employed,68,341644,1
Female,26,Other,14,607318,0
Female,77,Other,68,484079,1
Female,35,Self_Employed,33,1753994,0
Female,35,Salaried,31,765444,0
Male,55,Self_Employed,117,522278,0
Female,32,Salaried,32,942616,0
Male,26,Other,14,674806,0
Female,55,Other,79,740177,0
Male,58,Other,57,1365037,0
Male,45,Self_Employed,86,926374,1
Male,49,Self_Employed,91,1070670,0
Female,49,Self_Employed,81,1320671,0
Female,31,Salaried,32,499129,0
Male,46,Self_Employed,85,973223,1
Female,44,Self_Employed,19,1970905,0
Male,71,Other,49,1155202,1
Female,30,Salaried,19,375864,0
Female,41,Self_Employed,43,1362643,1
Male,28,Salaried,14,322927,1
Male,49,Entrepreneur,103,1242217,1
Female,27,Other,14,1148616,0
Male,27,Salaried,27,1413809,0
Male,33,Salaried,21,605929,0
Female,26,Salaried,15,714207,0
Male,55,Self_Employed,97,400740,1
Male,55,Self_Employed,49,424076,0
Male,32,Salaried,21,272829,0
Female,54,Other,57,3602141,0
Female,54,Self_Employed,91,871425,1
Female,70,Other,92,758404,0
Female,31,Other,26,3208289,0
Female,28,Other,19,595685,0
Male,54,Self_Employed,85,874291,0
Female,73,Other,68,1680622,0
Female,68,Other,105,1250156,0
Male,60,Self_Employed,109,508181,0
Female,57,Self_Employed,105,1787280,0
Female,57,Self_Employed,92,1137722,0
Male,26,Self_Employed,21,501693,0
Male,50,Salaried,92,709597,1
Female,59,Self_Employed,74,2701043,1
Male,29,Other,21,1105762,0
Female,42,Other,19,966281,0
Female,35,Self_Employed,15,1607544,0
Male,78,Other,19,1193258,0
Female,45,Self_Employed,33,594244,0
Female,31,Salaried,25,1472798,0
Female,32,Salaried,19,1815422,0
Male,24,Salaried,15,395418,0
Male,34,Salaried,33,1868884,0
Male,31,Salaried,20,1125298,0
Male,42,Self_Employed,32,6622071,0
Male,54,Other,37,1868172,0
Male,28,Salaried,14,525153,0
Male,57,Self_Employed,104,2721735,1
Male,52,Self_Employed,50,1183815,0
Female,35,Salaried,31,892331,0
Female,27,Other,27,895900,0
Male,28,Salaried,32,1106189,0
Male,49,Self_Employed,103,982987,1
Male,70,Other,105,1171916,0
Female,29,Other,15,1301304,0
Male,37,Self_Employed,15,156551,1
Male,33,Salaried,15,757123,0
Female,62,Other,69,1428378,1
Female,25,Salaried,13,1537145,0
Female,57,Self_Employed,21,951143,0
Female,44,Self_Employed,13,937125,0
Male,56,Self_Employed,92,626008,0
Female,30,Salaried,20,712008,0
Male,54,Self_Employed,49,636020,0
Female,44,Self_Employed,73,1538587,1
Male,54,Self_Employed,103,488894,1
Male,27,Salaried,21,846007,0
Female,27,Other,21,425135,0
Male,33,Other,21,1443499,0
Male,51,Self_Employed,73,1550504,0
Male,30,Salaried,33,1165900,0
Male,25,Salaried,14,1273100,0
Female,29,Self_Employed,15,933877,0
Female,52,Self_Employed,97,1880472,0
Male,39,Other,33,1709930,0
Male,51,Self_Employed,62,1608772,0
Female,31,Salaried,33,1178431,0
Male,81,Other,128,1340802,1
Male,51,Other,15,473070,0
Male,58,Self_Employed,97,787089,1
Male,40,Self_Employed,68,238769,1
Male,34,Salaried,19,3350164,1
Male,26,Other,15,399040,0
Male,67,Other,51,568024,0
Male,53,Self_Employed,122,424610,0
Male,27,Salaried,13,865151,0
Male,40,Self_Employed,57,491502,0
Female,29,Other,26,639269,0
Female,26,Other,15,193494,0
Female,35,Self_Employed,20,596326,0
Female,52,Self_Employed,27,640390,1
Male,47,Self_Employed,43,926668,1
Female,81,Other,110,3314974,0
Male,58,Other,15,857061,0
Female,31,Other,27,847226,0
Female,52,Self_Employed,91,1346721,1
Male,56,Self_Employed,27,617312,0
Male,36,Salaried,32,604416,0
Female,28,Salaried,13,513841,0
Male,48,Self_Employed,75,361802,0
Female,58,Self_Employed,21,1726635,0
Male,38,Self_Employed,55,589811,0
Female,33,Self_Employed,25,380759,0
Female,44,Salaried,105,822867,1
Male,31,Self_Employed,19,472260,0
Male,42,Self_Employed,62,400909,0
Female,48,Self_Employed,92,1496428,0
Female,52,Other,115,1435400,1
Male,34,Other,13,1705925,0
Female,42,Other,32,393246,1
Female,35,Other,25,508750,0
Male,49,Self_Employed,75,1130691,1
Male,40,Self_Employed,19,779524,1
Female,64,Other,57,873552,0
Female,45,Self_Employed,55,1454268,0
Male,73,Other,92,599423,0
Male,32,Other,27,1037143,0
Male,50,Self_Employed,14,942260,1
Male,58,Other,109,559017,0
Female,42,Self_Employed,21,543416,0
Female,30,Other,20,575972,0
Male,54,Self_Employed,79,1515394,0
Female,70,Other,15,278845,0
Male,71,Other,49,863860,1
Female,32,Salaried,14,441671,0
Male,27,Salaried,27,1704528,0
Female,45,Other,8,386607,0
Male,29,Salaried,21,1064164,0
Male,27,Salaried,27,1570280,0
Female,59,Self_Employed,31,776409,0
Female,51,Self_Employed,56,1763962,0
Male,49,Other,75,794547,1
Female,27,Salaried,19,466217,0
Female,37,Salaried,21,1284875,1
Male,25,Salaried,15,761599,1
Female,44,Self_Employed,21,194696,0
Female,33,Salaried,25,898054,0
Male,33,Salaried,33,407059,0
Female,33,Salaried,21,967972,0
Female,47,Other,57,1095136,1
Male,37,Salaried,27,354015,0
Female,28,Salaried,27,699940,0
Female,56,Self_Employed,105,1262331,0
Female,30,Salaried,26,246583,0
Male,52,Self_Employed,92,840044,1
Male,26,Self_Employed,15,590461,0
Male,27,Salaried,26,169669,0
